game_id,dlc_steam_appid
game_000107,1314762
game_000107,1314760
game_000107,1314761
game_000108,715950
game_000108,880640
game_000108,1247270
game_000109,1117850
game_000109,704710
game_000109,2072990
game_000111,4241400
game_000111,4241420
game_000111,3417840
game_000111,3417850
game_000111,2729490
game_000111,716670
game_000111,944290
game_000111,1140001
game_000111,1522090
game_000111,1889490
game_000111,2380030
game_000111,2534090
game_000111,2840100
game_000111,2863060
game_000111,518910
game_000111,844810
game_000111,1045980
game_000111,2277860
game_000111,2863080
game_000111,498870
game_000111,1140000
game_000111,1341520
game_000111,1749080
game_000111,2115770
game_000111,3283220
game_000111,633310
game_000111,3417860
game_000111,2863180
game_000111,4241410
game_000111,4241440
game_000111,4241450
game_000111,4355700
game_000112,877620
game_000114,2109300
game_000114,2593600
game_000114,2109315
game_000114,2109301
game_000114,2109303
game_000114,2109304
game_000114,2109305
game_000114,2109306
game_000114,2109307
game_000114,2109308
game_000114,2109309
game_000114,2109310
game_000114,2109316
game_000114,2109317
game_000114,2197320
game_000114,2197321
game_000114,2197322
game_000114,2197323
game_000114,2197324
game_000114,2197325
game_000114,2197326
game_000114,2197327
game_000114,2197328
game_000114,2109311
game_000114,2109312
game_000114,2109313
game_000114,2109314
game_000115,323170
game_000115,2012840
game_000116,4467980
game_000116,4424610
game_000116,4182010
game_000116,4010590
game_000116,4089880
game_000116,3992110
game_000116,3570290
game_000116,3750770
game_000116,3447720
game_000116,3244810
game_000116,3244800
game_000116,3244820
game_000116,2869680
game_000116,1931910
game_000116,2383430
game_000116,1316840
game_000116,894600
game_000116,695680
game_000116,1843410
game_000116,1546670
game_000116,2532370
game_000116,630940
game_000116,2701860
game_000116,2631430
game_000116,1146830
game_000116,622450
game_000116,766870
game_000116,1028270
game_000116,2299780
game_000116,2167630
game_000116,1093700
game_000116,1776430
game_000116,1463090
game_000116,1076850
game_000116,1608440
game_000116,1179710
game_000116,986850
game_000116,2064720
game_000116,1164110
game_000116,3106720
game_000116,1108410
game_000116,1252750
game_000116,939840
game_000116,1052690
game_000116,854070
game_000116,2197822
game_000116,2198012
game_000116,2198874
game_000116,2198095
game_000116,2199072
game_000116,2198025
game_000116,2199075
game_000116,2199012
game_000116,2198872
game_000116,2197811
game_000116,2197810
game_000116,2197812
game_000116,2199015
game_000116,2198092
game_000116,2198015
game_000117,1708091
game_000118,3486960
game_000118,4348660
game_000118,3012580
game_000118,3025440
game_000118,2730870
game_000118,2585150
game_000118,2543810
game_000118,2926440
game_000118,2910160
game_000118,2720080
game_000118,2675870
game_000118,2638630
game_000118,2298430
game_000118,2209650
game_000118,2386530
game_000118,1465750
game_000118,1967690
game_000118,1811080
game_000118,1415692
game_000118,1209471
game_000118,1209470
game_000118,1104880
game_000118,1015160
game_000118,800370
game_000118,684630
game_000118,1477840
game_000118,962750
game_000118,1076080
game_000118,1662380
game_000118,620610
game_000118,450550
game_000118,1621740
game_000118,520550
game_000118,561620
game_000118,1784890
game_000118,1116310
game_000118,951650
game_000118,432710
game_000118,588600
game_000118,546260
game_000118,566890
game_000118,463740
game_000118,1415690
game_000118,1708620
game_000118,1915840
game_000118,1236650
game_000118,1415691
game_000118,2093200
game_000118,1162160
game_000118,2187930
game_000118,2257950
game_000118,2386480
game_000118,3146090
game_000118,3272290
game_000118,3749870
game_000118,3793190
game_000118,3793200
game_000118,3872930
game_000118,4057480
game_000118,4400800
game_000121,763820
game_000121,761820
game_000121,761821
